Item ID;Part Number;NSN;Nama Barang;PN Lama;Nama Lama;Gudang;Rak;Jumlah;Satuan;Harga Satuan;Komoditi;Komponen;Transaksi Terakhir;Lanud/Depo;Status;Keterangan
IT-100148901;8936393-10;1680-01-449-1592;CABLE ASSEMBLY,CONTROL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148902;3311655-21;1660-01-436-7554;INSULATION BLANKET,THERMAL,AIRCRAFT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148903;371352-107;4710-00-787-5705;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148948;"132D606C2052T0; 463590-1";5910-00-997-7987;CAPACITOR,FIXED,ELECTROLYTIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148960;3311201-7;1560-AU-PAH-6133;BLANKET AC F/D;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148964;1388310-3;2990-AU-PAH-6112;COVER ASSY CONVERTER LIQUID OXSIGEN;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148966;A80-AAU-8A/A;6610-00-468-0913;ALTIMETER,PRESSURE;;;GPD 10;;0;EA;;;Y;23/05/2025 16.00;DEPO 10;ACTIVE;
IT-100148978;LS5973C17-0253;4010-00-486-3318;CABLE NOSE EMERGENMCY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148981;MS3108E16S-1S;5935-00-636-5145;;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148983;881824;5365-00-595-7039;;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148984;MB9802S350-25N;4730-01-437-4839;;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100148985;NAS1149D1716H;5310-01-466-7577;;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100149125;2T-A-9004-1320-00/48-0;1005-AU-PAH-3488;LIGHT WITH CABLE LOOM (NOS EL/G DOWN LIGHT);;;GPD 10 GD 01;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100149241;371350-44;4710-00-883-3797;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100149393;MS3106R28-21S;5935-00-682-0536;CONNECTOR,PLUG,ELECTRICAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100149395;MIL-T-8504-10;5360-AU-PAM-3008;STEEL TUBE;;;GPD 10;;0;EA;15500000;;N;10/01/2025 14.30;DEPO 10;ACTIVE;
IT-100149418;20046-0103;6680-01-396-1604;TRANSMITTER,LIQUID QUANTITY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100149866;81321336-03;2510-AU-PAA-1128;RUBBER FRONT STOPPER;;;TB SATHAR 11;01B 02C D12;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100149947;WB576101-02;1560-AU-PAM-4015;AILERON ASSY R/H;;;GPD 10;;0;ASSY;;;Y;23/01/2025 10.58;DEPO 10;ACTIVE;
IT-100149957;81321337-03;2540-AU-PAA-1151;RUBER REAR STOPPER;;;TB SATHAR 11;01B 02C D12;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100149971;81034102-01;6150-AU-PAM-4029;WOW SENSITIVE RLY (MLG);;;TB SATHAR 11;;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100150198;66503-8210-085/23032241;1680-01-299-7584;GOVERNOR ASSEMBLY,CONSTANT SPEED DRIVE;;;GPD 10;;0;EA;;;Y;07/11/2023 11.17;DEPO 10;ACTIVE;
IT-100150198;66503-8210-085/23032241;1680-01-299-7584;GOVERNOR ASSEMBLY,CONSTANT SPEED DRIVE;;;TB SATHAR 11;;0;EA;;;Y;07/11/2023 11.17;DEPO 10;ACTIVE;
IT-100150423;MS21250-04010;5306-00-409-3685;BOLT,SHEAR;;;TB SATHAR 11;TRANSIT;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100150475;CAN 68616-01;1377-AU-PAM-4061;CAP;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100150544;AN 6227-44;5331-00-198-6198;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100150550;CAN 62002.2;4730-AU-PAM-4964;BODY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100150594;D38999;5935-01-553-1203;CONNECTOR,RECEPTACLE,ELECTRICAL;;;TB SATHAR 11;01B 02D 001;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100151086;MS28778-6;5330-00-804-5695;O-RING;;;TB SATHAR 11;01B 02C D12;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100152296;15507A;5330-00-824-4788;PACKING,PREFORMED;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100152577;AN 6227-25;5331-00-579-9833;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100152594;AN960C416;5310-00-531-9515;WASHER,FLAT;;;GPD 10;;0;EA;222000;;N;25/04/2024 11.41;DEPO 10;ACTIVE;
IT-100152932;MS20002C6;5310-00-149-9146;WASHER,RECESSED;;;TB SATHAR 11;05A015B02;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100152937;MS21042-04;5310-00-811-6419;NUT,SELF-LOCKING,EXTENDED WASHER,HEXAGON;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100152971;MS3106R10SL-4S;5935-00-051-4146;CONNECTOR,PLUG,ELECTRICAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100153235;4002-9;5325-00-171-5789;STUD ASSEMBLY,TURNLOCK FASTENER;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100153278;MS28775-010;5330-01-238-9051;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100153280;MS28775-327;5330-01-336-9870;PACKING,PREFORMED;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154450;9EL095784-01;6220-12-129-3873;LENS,LIGHT;;;TB SATHAR 11;01B 01C D12;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100154454;B-6637-13;5305-AU-PAN-7865;SCREW;;;TB SATHAR 11;01B 01C D13;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100154511;371352-129;4710-00-787-5860;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154512;370740-23;4710-00-792-1267;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154513;370744-241;4710-01-034-6067;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154513;370744-241;4710-01-034-6067;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154514;388263;4710-01-053-6466;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154514;388263;4710-01-053-6466;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154515;370744-357;4710-01-310-7523;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154515;370744-357;4710-01-310-7523;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154516;370743;4710-01-345-1230;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154517;388263-97;4710-01-376-8623;PIPE,METALLIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154517;388263-97;4710-01-376-8623;PIPE,METALLIC;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154518;388263-105;4710-01-415-9368;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154518;388263-105;4710-01-415-9368;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154520;370743-122;4710-01-434-8350;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154520;370743-122;4710-01-434-8350;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154521;370743-26;4710-01-434-8369;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154522;370742-219;4710-01-436-6786;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154523;370744-8;4710-01-436-6879;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154524;370743-27;4710-01-436-8235;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154524;370743-27;4710-01-436-8235;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154525;370744-371;4710-01-441-8886;TUBE ASSEMBLY,METAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154526;37042-323;4710-AU-PAM-8001;TUBE ASSY MLG GEAR DOWN;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154554;NAS632-26;5306-00-687-7418;BOLT,SHEAR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154555;NAS632-22;5306-00-881-7943;BOLT,SHEAR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154560;MS20600AD4-2;5320-00-270-2781;RIVET,BLIND;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154561;CR3223-4-2;5320-01-097-8084;RIVET,BLIND;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154562;CR3212-4-3;5320-01-136-4497;RIVET,BLIND;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154566;MS20615M4-5;5320-AU-PAM-8034;CHERRY RIVET;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154572;"910728;  MS28774-023";5330-00-855-3430;RETAINER,PACKING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100154806;"404055-9; 404055-1";5985-00-128-2929;LIFT ASSEMBLY;;;TB SATHAR 15;;0;ASSY;;;N;;DEPO 10;ACTIVE;
IT-100155022;404055-1;1730-00-670-1556;SLING,AIRCRAFT MAINTENANCE;;;TB SATHAR 15;;0;SET;;;N;;DEPO 10;ACTIVE;
IT-100155026;MS3122E20-41S;5935-00-988-4231;CONNECTOR,RECEPTACLE,ELECTRICAL;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100155026;MS3122E20-41S;5935-00-988-4231;CONNECTOR,RECEPTACLE,ELECTRICAL;;;GPD 10 GD 01;;8;EA;;;N;;DEPO 10;ACTIVE;
IT-100155026;MS3122E20-41S;5935-00-988-4231;CONNECTOR,RECEPTACLE,ELECTRICAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100155027;MS3122E22-55SX;5935-00-728-4730;CONNECTOR,RECEPTACLE,ELECTRICAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100155029;MS3122E22-55SY;5935-00-901-6992;CONNECTOR,RECEPTACLE,ELECTRICAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100155030;MS3126F22-55PY;5935-00-902-1817;CONNECTOR,PLUG,ELECTRICAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100155278;TRC4;2640-00-810-5861;VALVE CORE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100155515;BACB30FM6-9;5320-00-959-0480;PIN-RIVET;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100155609;HLT77-6;5320-00-505-6923;COLLAR,PIN-RIVET;;;TB SATHAR 11;01A 08A 014;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100156085;4127020;5330-01-375-2910;GASKET,SPIRAL WOUND;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100156111;CAN 66008.8-1;5306-AU-PAN-6357;BOLT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100156521;2024-T3-0.063;1560-AU-PAN-7543;AL-CLAD SHEET 2024-T3,SEE AMS4462-063;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156595;622-3371-001;5826-AU-PAA-0347;HF TRANSCEIVER 628T-1;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;PENDOBS;
IT-100156630;65-46165-3;5930-AU-PAN-1737;ADAPTOR SEAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100156662;V58198;5930-AU-PAN-9124;SWITCH LOW LEVEL WARNING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100156736;342525-3R;1560-00-716-2850;TRACK,JACK SCREW;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156737;342525-4L;1560-00-716-2851;TRACK,JACK SCREW;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156745;354227-565;4710-01-435-6104;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156746;370745-121;4710-01-441-8896;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156753;371352-39;4710-00-788-8268;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100156754;370742-323;4710-01-441-8890;TUBE ASSY MLG GEAR DOWN;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156756;370742-16;5315-AU-PAN-1350;TUBE ASSY;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156757;371352-577;4710-21-869-3731;TUBE ASSEMBLY,METAL;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156916;NAS623-6-3;5305-AU-PAA-0930;SCREW;;;GPD 10;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156918;111515-24D0092;4720-01-430-3847;HOSE ASSEMBLY,NONMETALLIC;;;GPD 10;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100156919;111515-240092;4720-AU-PAN-9688;HOSE ASSY UTILITY;;;GPD 10;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157115;MS28775-114;5331-01-183-8766;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100157161;812968;5694-AU-PAN-7521;RUBLIPALE EMB;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157162;TYPE 1;8040-99-224-9656;ADHESIVE;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157164;12272;6505-AU-PAQ-3826;ALKALINE WATER BASE;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157167;811-110;8040-AU-PAN-7523;BLACK BAKELITE PROFORM;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157170;811-651-458-HAZ;8040-AU-PAN-7525;SILIKON MOLD RELEASE;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157171;CAS 10026-22-9;6640-AU-PAQ-3829;COBALT NITTRAT HEXAHDRATE;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157173;1310-58-3;8040-AU-PAN-7528;OXIHEM POTASIUM;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157177;811-001;6810-AU-PAN-7533;MICROID DIAMOND;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157494;066-01176-0101/066-01072-0004;5996-AU-PAQ-6032;AUDIO KMA-28;;;TB SATHAR 11;01B 01B D02;0;EA;;T-41D;N;;DEPO 10;ACTIVE;
IT-100157534;1636;1650-00-105-9655;CAP,VALVE;;;TB SATHAR 11;01B 02C D12;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100157550;81351803-01;1660-AU-PAQ-6124;OXYGEN VALVE;;;TB SATHAR 11;01B 02C D12;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100157565;0541124-1;1620-01-595-3392;AXLE,SPEC;;;TB SATHAR 11;01A 24B 002;0;EA;;T-41D;N;;DEPO 10;ACTIVE;
IT-100157668;SA205-9-039;5310-AU-PAM-6146;WASHER;;;TB SATHAR 11;01A 17A 001;0;EA;;T-41D;N;;DEPO 10;ACTIVE;
IT-100157685;RG-390ES;6140-AU-PAQ-6111;BATTERY;;;GPD 10 GD 01;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157743;567-218-1109-75;5330-AU-PAM-5992;SEAL;;;TB SATHAR 11;4G1 HY K;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100157763;K/RSB565-050;2040-AU-PAQ-6108;KIT DRAG STRUT CYLINDER;;;GPD 10;;4;KIT;;;N;21/12/2023 11.25;DEPO 10;ACTIVE;
IT-100157763;K/RSB565-050;2040-AU-PAQ-6108;KIT DRAG STRUT CYLINDER;;;TB SATHAR 11;;0;KIT;;;N;21/12/2023 11.24;DEPO 10;ACTIVE;
IT-100157766;K/MSB565-069;2040-AU-PAQ-6107;KIT MLG DRAG STRUT;;;GPD 10;;0;KIT;;;N;;DEPO 10;ACTIVE;
IT-100157766;K/MSB565-069;2040-AU-PAQ-6107;KIT MLG DRAG STRUT;;;TB SATHAR 11;;0;KIT;;;N;;DEPO 10;ACTIVE;
IT-100157789;7219-MS-972-T;5330-99-155-7212;PACKING,PREFORMED;;;TB SATHAR 11;2D6;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100157809;NAS684-A6;5310-AU-PAQ-6018;NUT;;;TB SATHAR 11;01A 09F 007;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100157864;81034105-01;5930-AU-PAM-6016;SWITCH SENSITIVE;;;TB SATHAR 11;;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100157887;62B26931;2915-01-641-6547;PUMP,FUEL,CAM ACTUATED;;;GPD 10;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100157912;6401-1;1680-AU-PAN-0199;CABLE PROPELLER;;;TB SATHAR 11;57-60-00-01-24;0;EA;;T-41D;N;;DEPO 10;ACTIVE;
IT-100157914;6404-1;1640-AU-PAN-7226;CABLE MIXTURE;;;TB SATHAR 11;01B 01C 012;0;EA;;T-41D;N;;DEPO 10;ACTIVE;
IT-100157915;MS28775-111;5331-00-579-8108;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100157927;MS28741-4-0233;4320-AU-PAM-6121;OIL HOSE;;;TB SATHAR 11;01A 18E 006;0;EA;;T-41D;N;;DEPO 10;ACTIVE;
IT-100158017;AN4C9;5306-01-670-0687;BOLT MACHINE (MOA);;;TB SATHAR 11;;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158018;AN6235-3A;4330-99-227-2479;FILTER ELEMENT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100158062;C-3317-230;5330-01-007-4599;PACKING,PREFORMED;;;TB SATHAR 11;4D5 PR K;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158071;FHS1811-131;5330-99-398-3583;RETAINER,PACKING;;;TB SATHAR 11;2G8 HY K;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158072;FHS1811-136;5330-99-471-5075;RETAINER,PACKING;;;TB SATHAR 11;2F8 HY K;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158074;HDS1171-4-15;5331-99-213-4006;O-RING;;;TB SATHAR 11;2F8 HY K;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158075;HDS1171-4-17;5331-99-645-6919;O-RING;;;TB SATHAR 11;2F8 HY K;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158076;HDS1171-4-20;5331-99-816-3110;O-RING;;;TB SATHAR 11;2F8 HY K;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158078;HDS1171-5-5;5331-99-650-9209;O-RING;;;TB SATHAR 11;2F8 HY K;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158081;ITS-209-V1.0;5999-AU-PAH-3655;EFI/FND;;;TB SATHAR 11;KOTAK DUS BESAR;0;EA;;KT-1B;Y;;DEPO 10;ACTIVE;
IT-100158112;MS20995C28;9505-00-221-2658;SAFETY WIRW 0.028;;;TB SATHAR 11;01B 02C 010;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158121;MS28778-12;5331-01-306-9603;PACKING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100158124;633-0006-901;5355-AU-PAQ-5903;KNOP;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100158207;WB272195-03;5995-AU-PAN-8849;Cable 3 Assy LG & RH;;;GPD 10;;0;AY;;;N;03/02/2025 13.00;DEPO 10;ACTIVE;
IT-100158219;WL-8GH005448-28;6240-AU-PAA-1309;LAMP INCANDESCENT;;;TB SATHAR 11;01B 01C D12;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158230;M83248/1-908;5331-00-020-0105;O-RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100158252;M-2961;1680-AU-PAN-0210;HARNESS L/H;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100158253;M-2962;4920-AU-PAN-0209;HARNESS R/H;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100158255;MC0523557-1;6680-AU-PAN-0145;TRANSMITTER FUEL TANK ADAPTER;;;TB SATHAR 11;01B 01C D02;0;EA;;T-41D;N;;DEPO 10;ACTIVE;
IT-100158293;R221611;4720-00-829-5416;HOSE,NONMETALLIC;;;TB SATHAR 11;01B 01C D04;0;EA;;T-41D;N;;DEPO 10;ACTIVE;
IT-100158326;C3317-115-1;5331-AU-PAQ-5966;PACKING;;;TB SATHAR 11;01A 11E 006;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158327;C3317-228;5331-AU-PAQ-5967;ORING;;;TB SATHAR 11;01A 18F 005;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158515;345733;5365-01-422-0941;SHIM;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100158524;LS35076-1-07;5940-01-103-5382;TERMINAL BOARD;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100158525;LS3850-2-7;5940-00-600-1373;COVER,TERMINAL BOARD;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100158529;3303524-1;1560-00-622-8068;FITTING,SNUBBER;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100158530;AN6270-4D-0230;4720-00-289-6163;HOSE ASSEMBLY,NONMETALLIC;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
IT-100158618;AVE-WPSTR-54G;7030-AU-PAQ-4190;LH NAV. STROBE POSITION (RED) HORIZONTAL STABILIZE;;;GPD 10;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100158618;AVE-WPSTR-54G;7030-AU-PAQ-4190;LH NAV. STROBE POSITION (RED) HORIZONTAL STABILIZE;;;TB SATHAR 11;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100158621;AVE-WPSTG-54G;2995-AU-PAQ-4192;RH NAV. STROBE POSITION (GREEN) HORIZONTAL STABILI;;;GPD 10;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100158621;AVE-WPSTG-54G;2995-AU-PAQ-4192;RH NAV. STROBE POSITION (GREEN) HORIZONTAL STABILI;;;TB SATHAR 11;;0;EA;;;Y;;DEPO 10;ACTIVE;
IT-100158883;B-632;5365-01-423-2140;SPACER,RING;;;TB SATHAR 11;01B 02D 001;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158884;AN3C16A;5306-00-156-2335;BOLT,MACHINE;;;TB SATHAR 11;01B 02D 001;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158887;BAS160-3-3-6.35-50;5970-99-371-3327;INSULATION SLEEVING,ELECTRICAL;;;TB SATHAR 11;;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158888;M83413/8-A003CD;6150-00-840-6946;LEAD,ELECTRICAL;;;TB SATHAR 11;01B 02D 001;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100158889;AE4717E0177-180;4720-01-580-9069;HOSE ASSEMBLY,NONMETALLIC;;;TB SATHAR 11;01B 02D 001;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
IT-100358738;65-73799-45SP;1560-AU-PAU-8316;LH TAB ELEVATOR;;;GPD 10;;0;ASSY;;;Y;13/09/2023 14.03;DEPO 10;ACTIVE;
IT-100358740;37600-1;1560-00-661-1561;BLADDER CELL;;;GPD 10;;0;EA;;;Y;13/09/2023 13.59;DEPO 10;ACTIVE;
IT-100358743;SMR2044-4;2995-AU-PAS-1254;MODULAR BRUSH;;;GPD 10;;0;EA;;;Y;13/09/2023 14.32;DEPO 10;ACTIVE;
IT-100358748;2608978-1;2925-AU-PAN-7285;TUBE STATOR;;;GPD 10;;0;EA;511432000;;Y;30/12/2024 15.25;DEPO 10;ACTIVE;
IT-100358919;947B.500;3439-AU-PAQ-4112;SOLDERING IRON 400W 230V;;;GPD 10;;5;EA;;;N;07/11/2023 09.11;DEPO 10;ACTIVE;
IT-100358920;947B.300;3439-AU-PAQ-4113;SOLDERING IRON 300W 220V;;;GPD 10;;10;EA;;;N;07/11/2023 09.11;DEPO 10;ACTIVE;
IT-100358921;FLUKE 83 V;6625-01-363-5826;DIGITAL MULTIMETER;;;GPD 10;;2;EA;;;Y;07/11/2023 09.12;DEPO 10;ACTIVE;
IT-100358922;EC120-1003-2;7010-AU-PAQ-6586;SKYLIGHT RH;;;GPD 10;;0;EA;;;N;12/09/2023 11.06;DEPO 10;ACTIVE;
IT-100358923;0A243-0115EH;5340-AU-PAQ-9331;COVER SEAT LH;;;GPD 10;;0;EA;;;N;12/09/2023 11.06;DEPO 10;ACTIVE;
IT-100358968;0743090-1;7025-AU-004-1197;Nose Shock Strut Assy;;;TB SATHAR 11;;1;EA;;CESSNA;N;;DEPO 10;ACTIVE;US
